ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
133,01110,TB LUNG NODULAR-UNSPEC,"Tuberculosis of lung, nodular, unspecified"
134,01111,TB LUNG NODULAR-NO EXAM,"Tuberculosis of lung, nodular, bacteriological or histological examination not done"
135,01112,TB LUNG NODUL-EXAM UNKN,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
136,01113,TB LUNG NODULAR-MICRO DX,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
137,01114,TB LUNG NODULAR-CULT DX,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
138,01115,TB LUNG NODULAR-HISTO DX,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
139,01116,TB LUNG NODULAR-OTH TEST,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
140,01120,TB LUNG W CAVITY-UNSPEC,"Tuberculosis of lung with cavitation, unspecified"
141,01121,TB LUNG W CAVITY-NO EXAM,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done"
142,01122,TB LUNG CAVITY-EXAM UNKN,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)"
143,01123,TB LUNG W CAVIT-MICRO DX,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy"
144,01124,TB LUNG W CAVITY-CULT DX,"Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
145,01125,TB LUNG W CAVIT-HISTO DX,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
146,01126,TB LUNG W CAVIT-OTH TEST,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
147,01130,TB OF BRONCHUS-UNSPEC,"Tuberculosis of bronchus, unspecified"
148,01131,TB OF BRONCHUS-NO EXAM,"Tuberculosis of bronchus, bacteriological or histological examination not done"
149,01132,TB OF BRONCHUS-EXAM UNKN,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)"
150,01133,TB OF BRONCHUS-MICRO DX,"Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy"
151,01134,TB OF BRONCHUS-CULT DX,"Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture"
152,01135,TB OF BRONCHUS-HISTO DX,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
153,01136,TB OF BRONCHUS-OTH TEST,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
154,01140,TB LUNG FIBROSIS-UNSPEC,"Tuberculous fibrosis of lung, unspecified"
155,01141,TB LUNG FIBROSIS-NO EXAM,"Tuberculous fibrosis of lung, bacteriological or histological examination not done"
156,01142,TB LUNG FIBROS-EXAM UNKN,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)"
157,01143,TB LUNG FIBROS-MICRO DX,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy"
158,01144,TB LUNG FIBROSIS-CULT DX,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
159,01145,TB LUNG FIBROS-HISTO DX,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
160,01146,TB LUNG FIBROS-OTH TEST,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
161,01150,TB BRONCHIECTASIS-UNSPEC,"Tuberculous bronchiectasis, unspecified"
162,01151,TB BRONCHIECT-NO EXAM,"Tuberculous bronchiectasis, bacteriological or histological examination not done"
163,01152,TB BRONCHIECT-EXAM UNKN,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)"
164,01153,TB BRONCHIECT-MICRO DX,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
165,01154,TB BRONCHIECT-CULT DX,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
166,01155,TB BRONCHIECT-HISTO DX,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
167,01156,TB BRONCHIECT-OTH TEST,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
168,01160,TB PNEUMONIA-UNSPEC,"Tuberculous pneumonia [any form], unspecified"
169,01161,TB PNEUMONIA-NO EXAM,"Tuberculous pneumonia [any form], bacteriological or histological examination not done"
170,01162,TB PNEUMONIA-EXAM UNKN,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)"
171,01163,TB PNEUMONIA-MICRO DX,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy"
172,01164,TB PNEUMONIA-CULT DX,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
173,01165,TB PNEUMONIA-HISTO DX,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
340,01654,TB MALE GEN NEC-CULT DX,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
341,01655,TB MALE GEN NEC-HISTO DX,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
342,01656,TB MALE GEN NEC-OTH TEST,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
343,01660,TB OVARY & TUBE-UNSPEC,"Tuberculous oophoritis and salpingitis, unspecified"
344,01661,TB OVARY & TUBE-NO EXAM,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
345,01662,TB OVARY/TUBE-EXAM UNKN,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
346,01663,TB OVARY & TUBE-MICRO DX,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
347,01664,TB OVARY & TUBE-CULT DX,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
348,01665,TB OVARY & TUBE-HISTO DX,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
349,01666,TB OVARY & TUBE-OTH TEST,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
350,01670,TB FEMALE GEN NEC-UNSPEC,"Tuberculosis of other female genital organs, unspecified"
351,01671,TB FEM GEN NEC-NO EXAM,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
352,01672,TB FEM GEN NEC-EXAM UNKN,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
353,01673,TB FEM GEN NEC-MICRO DX,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
354,01674,TB FEM GEN NEC-CULT DX,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
355,01675,TB FEM GEN NEC-HISTO DX,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
356,0844,MALARIA NEC,Other malaria
357,0845,MIXED MALARIA,Mixed malaria
358,0846,MALARIA NOS,"Malaria, unspecified"
359,0847,INDUCED MALARIA,Induced malaria
360,0848,BLACKWATER FEVER,Blackwater fever
361,0849,MALARIA COMPLICATED NEC,Other pernicious complications of malaria
362,0850,VISCERAL LEISHMANIASIS,Visceral [kala-azar] leishmaniasis
363,0851,CUTAN LEISHMANIAS URBAN,"Cutaneous leishmaniasis, urban"
364,0852,CUTAN LEISHMANIAS ASIAN,"Cutaneous leishmaniasis, Asian desert"
365,0853,CUTAN LEISHMANIAS ETHIOP,"Cutaneous leishmaniasis, Ethiopian"
366,0854,CUTAN LEISHMANIAS AMER,"Cutaneous leishmaniasis, American"
367,0855,MUCOCUTAN LEISHMANIASIS,"Mucocutaneous leishmaniasis, (American)"
368,0859,LEISHMANIASIS NOS,"Leishmaniasis, unspecified"
369,0860,CHAGAS DISEASE OF HEART,Chagas' disease with heart involvement
370,0861,CHAGAS DIS OF OTH ORGAN,Chagas' disease with other organ involvement
371,0862,CHAGAS DISEASE NOS,Chagas' disease without mention of organ involvement
372,0863,GAMBIAN TRYPANOSOMIASIS,Gambian trypanosomiasis
373,0864,RHODESIAN TRYPANOSOMIAS,Rhodesian trypanosomiasis
374,0865,AFRICAN TRYPANOSOMA NOS,"African trypanosomiasis, unspecified"
375,0869,TRYPANOSOMIASIS NOS,"Trypanosomiasis, unspecified"
376,0870,LOUSE-BORNE RELAPS FEVER,"Relapsing fever, louse-borne"
377,0871,TICK-BORNE RELAPS FEVER,"Relapsing fever, tick-borne"
378,0879,RELAPSING FEVER NOS,"Relapsing fever, unspecified"
379,0880,BARTONELLOSIS,Bartonellosis
380,08881,LYME DISEASE,Lyme Disease
381,08882,BABESIOSIS,Babesiosis
382,08889,OTH ARTHROPOD-BORNE DIS,"Other specified arthropod-borne diseases, other"
383,0889,ARTHROPOD-BORNE DIS NOS,"Arthropod-borne disease, unspecified"
384,0900,EARLY CONG SYPH SYMPTOM,"Early congenital syphilis, symptomatic"
385,0901,EARLY CONGEN SYPH LATENT,"Early congenital syphilis, latent"
386,0902,EARLY CONGEN SYPH NOS,"Early congenital syphilis, unspecified"
387,0903,SYPHILITIC KERATITIS,Syphilitic interstitial keratitis
388,09040,JUVENILE NEUROSYPH NOS,"Juvenile neurosyphilis, unspecified"
389,09041,CONGEN SYPH ENCEPHALITIS,Congenital syphilitic encephalitis
390,09042,CONGEN SYPH MENINGITIS,Congenital syphilitic meningitis
391,09049,JUVENILE NEUROSYPH NEC,Other juvenile neurosyphilis
392,0905,LATE CONGEN SYPH SYMPTOM,"Other late congenital syphilis, symptomatic"
393,0906,LATE CONGEN SYPH LATENT,"Late congenital syphilis, latent"
394,0907,LATE CONGEN SYPH NOS,"Late congenital syphilis, unspecified"
395,0909,CONGENITAL SYPHILIS NOS,"Congenital syphilis, unspecified"
396,0910,PRIMARY GENITAL SYPHILIS,Genital syphilis (primary)
397,0911,PRIMARY ANAL SYPHILIS,Primary anal syphilis
398,0912,PRIMARY SYPHILIS NEC,Other primary syphilis
399,0913,SECONDARY SYPH SKIN,Secondary syphilis of skin or mucous membranes
400,0914,SYPHILITIC ADENOPATHY,Adenopathy due to secondary syphilis
401,09150,SYPHILITIC UVEITIS NOS,"Syphilitic uveitis, unspecified"
402,09151,SYPHILIT CHORIORETINITIS,Syphilitic chorioretinitis (secondary)
403,09152,SYPHILITIC IRIDOCYCLITIS,Syphilitic iridocyclitis (secondary)
404,09161,SYPHILITIC PERIOSTITIS,Secondary syphilitic periostitis
405,09162,SYPHILITIC HEPATITIS,Secondary syphilitic hepatitis
406,09169,SECOND SYPH VISCERA NEC,Secondary syphilis of other viscera
407,0917,SECOND SYPHILIS RELAPSE,"Secondary syphilis, relapse"
408,09181,ACUTE SYPHIL MENINGITIS,Acute syphilitic meningitis (secondary)
409,09182,SYPHILITIC ALOPECIA,Syphilitic alopecia
410,09189,SECONDARY SYPHILIS NEC,Other forms of secondary syphilis
411,0919,SECONDARY SYPHILIS NOS,Unspecified secondary syphilis
412,0920,EARLY SYPH LATENT RELAPS,"Early syphilis, latent, serological relapse after treatment"
413,0929,EARLY SYPHIL LATENT NOS,"Early syphilis, latent, unspecified"
414,0930,"AORTIC ANEURYSM, SYPHIL","Aneurysm of aorta, specified as syphilitic"
415,0931,SYPHILITIC AORTITIS,Syphilitic aortitis
416,09320,SYPHIL ENDOCARDITIS NOS,"Syphilitic endocarditis of valve, unspecified"
417,09321,SYPHILITIC MITRAL VALVE,Syphilitic endocarditis of mitral valve
418,09322,SYPHILITIC AORTIC VALVE,Syphilitic endocarditis of aortic valve
419,09323,SYPHIL TRICUSPID VALVE,Syphilitic endocarditis of tricuspid valve
420,09324,SYPHIL PULMONARY VALVE,Syphilitic endocarditis of pulmonary valve
421,09381,SYPHILITIC PERICARDITIS,Syphilitic pericarditis
422,09382,SYPHILITIC MYOCARDITIS,Syphilitic myocarditis
423,09389,CARDIOVASCULAR SYPH NEC,Other specified cardiovascular syphilis
424,0939,CARDIOVASCULAR SYPH NOS,"Cardiovascular syphilis, unspecified"
425,0940,TABES DORSALIS,Tabes dorsalis
426,0941,GENERAL PARESIS,General paresis
427,0942,SYPHILITIC MENINGITIS,Syphilitic meningitis
428,0943,ASYMPTOMAT NEUROSYPHILIS,Asymptomatic neurosyphilis
429,09481,SYPHILITIC ENCEPHALITIS,Syphilitic encephalitis
430,09482,SYPHILITIC PARKINSONISM,Syphilitic parkinsonism
431,09483,SYPH DISSEM RETINITIS,Syphilitic disseminated retinochoroiditis
432,09484,SYPHILITIC OPTIC ATROPHY,Syphilitic optic atrophy
433,09485,SYPH RETROBULB NEURITIS,Syphilitic retrobulbar neuritis
434,09486,SYPHIL ACOUSTIC NEURITIS,Syphilitic acoustic neuritis
435,09487,SYPH RUPT CEREB ANEURYSM,Syphilitic ruptured cerebral aneurysm
436,09489,NEUROSYPHILIS NEC,Other specified neurosyphilis
437,0949,NEUROSYPHILIS NOS,"Neurosyphilis, unspecified"
438,0950,SYPHILITIC EPISCLERITIS,Syphilitic episcleritis
439,0951,SYPHILIS OF LUNG,Syphilis of lung
440,0952,SYPHILITIC PERITONITIS,Syphilitic peritonitis
441,0953,SYPHILIS OF LIVER,Syphilis of liver
442,0954,SYPHILIS OF KIDNEY,Syphilis of kidney
443,0955,SYPHILIS OF BONE,Syphilis of bone
444,0956,SYPHILIS OF MUSCLE,Syphilis of muscle
445,0957,SYPHILIS OF TENDON/BURSA,"Syphilis of synovium, tendon, and bursa"
446,0958,LATE SYMPT SYPHILIS NEC,Other specified forms of late symptomatic syphilis
447,0959,LATE SYMPT SYPHILIS NOS,"Late symptomatic syphilis, unspecified"
448,096,LATE SYPHILIS LATENT,"Late syphilis, latent"
449,0970,LATE SYPHILIS NOS,"Late syphilis, unspecified"
450,0971,LATENT SYPHILIS NOS,"Latent syphilis, unspecified"
451,0979,SYPHILIS NOS,"Syphilis, unspecified"
452,0980,ACUTE GC INFECT LOWER GU,Gonococcal infection (acute) of lower genitourinary tract
453,09810,GC (ACUTE) UPPER GU NOS,"Gonococcal infection (acute) of upper genitourinary tract, site unspecified"
454,09811,GC CYSTITIS (ACUTE),Gonococcal cystitis (acute)
455,09812,GC PROSTATITIS (ACUTE),Gonococcal prostatitis (acute)
456,09813,GC ORCHITIS (ACUTE),Gonococcal epididymo-orchitis (acute)
457,09814,GC SEM VESICULIT (ACUTE),Gonococcal seminal vesiculitis (acute)
458,09815,GC CERVICITIS (ACUTE),Gonococcal cervicitis (acute)
459,09816,GC ENDOMETRITIS (ACUTE),Gonococcal endometritis (acute)
460,09817,ACUTE GC SALPINGITIS,"Gonococcal salpingitis, specified as acute"
461,09819,GC (ACUTE) UPPER GU NEC,Other gonococcal infection (acute) of upper genitourinary tract
462,0982,CHR GC INFECT LOWER GU,"Gonococcal infection, chronic, of lower genitourinary tract"
463,09830,CHR GC UPPER GU NOS,"Chronic gonococcal infection of upper genitourinary tract, site unspecified"
464,09831,"GC CYSTITIS, CHRONIC","Gonococcal cystitis, chronic"
465,09832,"GC PROSTATITIS, CHRONIC","Gonococcal prostatitis, chronic"
466,09833,"GC ORCHITIS, CHRONIC","Gonococcal epididymo-orchitis, chronic"
467,09834,"GC SEM VESICULITIS, CHR","Gonococcal seminal vesiculitis, chronic"
468,09835,"GC CERVICITIS, CHRONIC","Gonococcal cervicitis, chronic"
469,09836,"GC ENDOMETRITIS, CHRONIC","Gonococcal endometritis, chronic"
470,09837,GC SALPINGITIS (CHRONIC),Gonococcal salpingitis (chronic)
